0.3563	 -0.8304	 -0.9800	 0.9800
0.6631	 -0.8696	 -0.9800	 0.9800
-0.3869	 0.1958	 -0.9800	 0.9800
0.2287	 -0.1298	 -0.9800	 0.9800
-0.5582	 0.1253	 -0.9800	 0.9800
0.9558	 -0.6970	 -0.9800	 0.9800
-0.8457	 0.4891	 -0.9800	 0.9800
0.7024	 0.9847	 -0.9800	 0.9800
0.0508	 -0.2881	 -0.9800	 0.9800
0.2310	 0.3116	 -0.9800	 0.9800
-0.3833	 0.2758	 -0.9800	 0.9800
-0.9688	 -0.3795	 -0.9800	 0.9800
-0.1132	 -0.1150	 -0.9800	 0.9800
-0.9621	 0.5648	 -0.9800	 0.9800
-0.6069	 0.6283	 -0.9800	 0.9800
0.9373	 0.8082	 -0.9800	 0.9800
-0.5215	 -0.8356	 -0.9800	 0.9800
0.6575	 -0.5152	 -0.9800	 0.9800
-0.2529	 -0.7923	 -0.9800	 0.9800
0.7055	 -0.5734	 -0.9800	 0.9800
-0.2652	 -0.6278	 -0.9800	 0.9800
-0.9500	 -0.1173	 -0.9800	 0.9800
0.4810	 -0.1191	 -0.9800	 0.9800
-0.0829	 -0.4361	 -0.9800	 0.9800
-0.4183	 0.5155	 -0.9800	 0.9800
-0.1104	 0.8479	 -0.9800	 0.9800
0.7918	 -0.3274	 -0.9800	 0.9800
-0.9290	 0.1219	 -0.9800	 0.9800
-0.9368	 -0.1344	 -0.9800	 0.9800
0.2729	 -0.8983	 -0.9800	 0.9800
-0.8676	 -0.5915	 -0.9800	 0.9800
-0.3544	 0.2040	 -0.9800	 0.9800
-0.5674	 0.5748	 -0.9800	 0.9800
-0.9963	 -0.9850	 -0.9800	 0.9800
0.5770	 0.4726	 -0.9800	 0.9800
-0.7396	 -0.4764	 -0.9800	 0.9800
-0.5607	 -0.2184	 -0.9800	 0.9800
-0.7211	 0.1337	 -0.9800	 0.9800
0.5750	 -0.4816	 -0.9800	 0.9800
-0.5002	 0.8913	 -0.9800	 0.9800
0.2180	 -0.8121	 -0.9800	 0.9800
-0.4833	 -0.2425	 -0.9800	 0.9800
0.8705	 0.0074	 -0.9800	 0.9800
0.7607	 0.3187	 -0.9800	 0.9800
-0.3206	 -0.0066	 -0.9800	 0.9800
-0.1681	 0.8724	 -0.9800	 0.9800
0.2728	 0.5299	 -0.9800	 0.9800
0.2388	 0.1579	 0.9800	 -0.9800
0.4031	 0.2446	 -0.9800	 0.9800
0.6128	 -0.4034	 -0.9800	 0.9800
-0.9509	 0.3044	 -0.9800	 0.9800
-0.6521	 0.5287	 -0.9800	 0.9800
-0.0746	 0.6588	 -0.9800	 0.9800
-0.3415	 0.6621	 -0.9800	 0.9800
0.3829	 -0.0711	 -0.9800	 0.9800
-0.9275	 0.9361	 -0.9800	 0.9800
-0.5631	 -0.5383	 -0.9800	 0.9800
-0.4645	 0.2488	 -0.9800	 0.9800
-0.5205	 -0.0862	 -0.9800	 0.9800
-0.0106	 -0.0246	 0.9800	 -0.9800
-0.6847	 -0.2898	 -0.9800	 0.9800
0.5879	 -0.4133	 -0.9800	 0.9800
0.2720	 -0.7680	 -0.9800	 0.9800
-0.0916	 0.0004	 0.9800	 -0.9800
-0.9968	 0.4541	 -0.9800	 0.9800
-0.3776	 -0.1928	 -0.9800	 0.9800
0.8453	 0.9901	 -0.9800	 0.9800
0.6780	 0.9540	 -0.9800	 0.9800
0.4120	 0.4379	 -0.9800	 0.9800
-0.1087	 -0.9668	 -0.9800	 0.9800
-0.7637	 0.8465	 -0.9800	 0.9800
0.8504	 -0.6922	 -0.9800	 0.9800
0.8333	 -0.1843	 -0.9800	 0.9800
0.1666	 -0.0936	 0.9800	 -0.9800
0.2803	 -0.7355	 -0.9800	 0.9800
0.0992	 -0.0796	 0.9800	 -0.9800
-0.1292	 -0.4309	 -0.9800	 0.9800
-0.5645	 0.1504	 -0.9800	 0.9800
0.6500	 0.2088	 -0.9800	 0.9800
0.9817	 0.6828	 -0.9800	 0.9800
-0.1053	 -0.2841	 -0.9800	 0.9800
-0.4372	 0.9868	 -0.9800	 0.9800
-0.8437	 0.4633	 -0.9800	 0.9800
-0.4967	 -0.9412	 -0.9800	 0.9800
0.5850	 0.8816	 -0.9800	 0.9800
-0.3338	 0.4710	 -0.9800	 0.9800
-0.0754	 0.7172	 -0.9800	 0.9800
0.5855	 -0.0095	 -0.9800	 0.9800
