0.7873	 0.8331	 0.8101	 0.9800	 -0.9800	 -0.9800
0.8390	 0.8779	 0.7993	 0.9800	 -0.9800	 -0.9800
0.7347	 0.8123	 0.7714	 0.9800	 -0.9800	 -0.9800
0.7488	 0.7913	 0.7239	 0.9800	 -0.9800	 -0.9800
0.7824	 0.8404	 0.7916	 0.9800	 -0.9800	 -0.9800
0.8230	 0.7656	 0.7215	 0.9800	 -0.9800	 -0.9800
0.7393	 0.7463	 0.8535	 0.9800	 -0.9800	 -0.9800
0.8691	 0.7815	 0.8244	 0.9800	 -0.9800	 -0.9800
0.8259	 0.7156	 0.8419	 0.9800	 -0.9800	 -0.9800
0.7805	 0.8397	 0.7619	 0.9800	 -0.9800	 -0.9800
0.8841	 0.7599	 0.8253	 0.9800	 -0.9800	 -0.9800
0.7687	 0.8070	 0.7555	 0.9800	 -0.9800	 -0.9800
0.7328	 0.7708	 0.8503	 0.9800	 -0.9800	 -0.9800
0.7347	 0.7935	 0.7450	 0.9800	 -0.9800	 -0.9800
0.7914	 0.7162	 0.7737	 0.9800	 -0.9800	 -0.9800
0.8377	 0.8777	 0.8266	 0.9800	 -0.9800	 -0.9800
0.7960	 0.7231	 0.8637	 0.9800	 -0.9800	 -0.9800
0.8125	 0.7554	 0.8869	 0.9800	 -0.9800	 -0.9800
0.8252	 0.7694	 0.7141	 0.9800	 -0.9800	 -0.9800
0.7907	 0.8535	 0.8113	 0.9800	 -0.9800	 -0.9800
0.8700	 0.7466	 0.8050	 0.9800	 -0.9800	 -0.9800
0.8452	 0.7967	 0.7978	 0.9800	 -0.9800	 -0.9800
0.7456	 0.8377	 0.7297	 0.9800	 -0.9800	 -0.9800
0.8619	 0.7613	 0.8221	 0.9800	 -0.9800	 -0.9800
0.8683	 0.8024	 0.8550	 0.9800	 -0.9800	 -0.9800
0.8695	 0.7960	 0.8174	 0.9800	 -0.9800	 -0.9800
0.8382	 0.7845	 0.8167	 0.9800	 -0.9800	 -0.9800
0.7794	 0.8291	 0.7730	 0.9800	 -0.9800	 -0.9800
0.8483	 0.8493	 0.7325	 0.9800	 -0.9800	 -0.9800
0.7754	 0.7181	 0.8371	 0.9800	 -0.9800	 -0.9800
0.7981	 0.7310	 0.7730	 0.9800	 -0.9800	 -0.9800
0.8063	 0.8121	 0.7091	 0.9800	 -0.9800	 -0.9800
0.8191	 0.8454	 0.7213	 0.9800	 -0.9800	 -0.9800
0.8672	 0.8300	 0.8369	 0.9800	 -0.9800	 -0.9800
0.8006	 0.8339	 0.7546	 0.9800	 -0.9800	 -0.9800
0.8121	 0.8562	 0.7532	 0.9800	 -0.9800	 -0.9800
0.7661	 0.8224	 0.7149	 0.9800	 -0.9800	 -0.9800
0.8435	 0.8116	 0.8511	 0.9800	 -0.9800	 -0.9800
0.8144	 0.8396	 0.8543	 0.9800	 -0.9800	 -0.9800
0.7423	 0.7993	 0.8088	 0.9800	 -0.9800	 -0.9800
0.7618	 0.7283	 0.7454	 0.9800	 -0.9800	 -0.9800
0.7913	 0.8313	 0.7362	 0.9800	 -0.9800	 -0.9800
0.7766	 0.8217	 0.7297	 0.9800	 -0.9800	 -0.9800
0.7832	 0.8796	 0.8049	 0.9800	 -0.9800	 -0.9800
0.7702	 0.8024	 0.7221	 0.9800	 -0.9800	 -0.9800
0.7459	 0.8301	 0.7842	 0.9800	 -0.9800	 -0.9800
0.8478	 0.7268	 0.7661	 0.9800	 -0.9800	 -0.9800
0.8183	 0.8590	 0.7252	 0.9800	 -0.9800	 -0.9800
0.7819	 0.8346	 0.7463	 0.9800	 -0.9800	 -0.9800
0.7836	 0.8326	 0.7390	 0.9800	 -0.9800	 -0.9800
0.8418	 0.7126	 0.8041	 0.9800	 -0.9800	 -0.9800
0.8565	 0.7569	 0.8147	 0.9800	 -0.9800	 -0.9800
0.7651	 0.7177	 0.7567	 0.9800	 -0.9800	 -0.9800
0.8381	 0.8250	 0.8411	 0.9800	 -0.9800	 -0.9800
0.7459	 0.7331	 0.8481	 0.9800	 -0.9800	 -0.9800
0.8016	 0.7934	 0.8456	 0.9800	 -0.9800	 -0.9800
0.8162	 0.7476	 0.8599	 0.9800	 -0.9800	 -0.9800
0.7537	 0.8787	 0.7677	 0.9800	 -0.9800	 -0.9800
0.8433	 0.7914	 0.7164	 0.9800	 -0.9800	 -0.9800
0.8234	 0.8228	 0.8909	 0.9800	 -0.9800	 -0.9800
0.7459	 0.7766	 0.7610	 0.9800	 -0.9800	 -0.9800
0.7863	 0.8054	 0.8485	 0.9800	 -0.9800	 -0.9800
0.8683	 0.8234	 0.7680	 0.9800	 -0.9800	 -0.9800
0.8060	 0.7778	 0.7762	 0.9800	 -0.9800	 -0.9800
0.8257	 0.8443	 0.8513	 0.9800	 -0.9800	 -0.9800
0.7826	 0.8162	 0.7405	 0.9800	 -0.9800	 -0.9800
0.7724	 0.7663	 0.8883	 0.9800	 -0.9800	 -0.9800
0.8517	 0.8399	 0.7701	 0.9800	 -0.9800	 -0.9800
0.8134	 0.7106	 0.8053	 0.9800	 -0.9800	 -0.9800
0.8404	 0.7293	 0.8071	 0.9800	 -0.9800	 -0.9800
0.8554	 0.8085	 0.7353	 0.9800	 -0.9800	 -0.9800
0.7652	 0.7972	 0.7813	 0.9800	 -0.9800	 -0.9800
0.8830	 0.8203	 0.8133	 0.9800	 -0.9800	 -0.9800
0.8533	 0.8266	 0.7891	 0.9800	 -0.9800	 -0.9800
0.8814	 0.7815	 0.8442	 0.9800	 -0.9800	 -0.9800
0.7716	 0.7481	 0.7535	 0.9800	 -0.9800	 -0.9800
0.7064	 0.7863	 0.8003	 0.9800	 -0.9800	 -0.9800
0.7456	 0.7988	 0.8545	 0.9800	 -0.9800	 -0.9800
0.7386	 0.7970	 0.7571	 0.9800	 -0.9800	 -0.9800
0.7650	 0.7634	 0.8735	 0.9800	 -0.9800	 -0.9800
0.7536	 0.7457	 0.8616	 0.9800	 -0.9800	 -0.9800
0.7668	 0.7415	 0.7748	 0.9800	 -0.9800	 -0.9800
0.7642	 0.8338	 0.7550	 0.9800	 -0.9800	 -0.9800
0.7126	 0.8190	 0.7867	 0.9800	 -0.9800	 -0.9800
0.8090	 0.7546	 0.7710	 0.9800	 -0.9800	 -0.9800
0.8531	 0.8236	 0.7926	 0.9800	 -0.9800	 -0.9800
0.8571	 0.7834	 0.8106	 0.9800	 -0.9800	 -0.9800
0.7589	 0.7243	 0.7909	 0.9800	 -0.9800	 -0.9800
0.7930	 0.8745	 0.7424	 0.9800	 -0.9800	 -0.9800
0.8405	 0.7790	 0.7278	 0.9800	 -0.9800	 -0.9800
0.7866	 0.8131	 0.8541	 0.9800	 -0.9800	 -0.9800
0.7859	 0.7777	 0.8380	 0.9800	 -0.9800	 -0.9800
0.8525	 0.7652	 0.8475	 0.9800	 -0.9800	 -0.9800
0.8767	 0.8194	 0.8263	 0.9800	 -0.9800	 -0.9800
0.7597	 0.8677	 0.7909	 0.9800	 -0.9800	 -0.9800
0.7603	 0.8175	 0.8218	 0.9800	 -0.9800	 -0.9800
0.7597	 0.8301	 0.7600	 0.9800	 -0.9800	 -0.9800
0.8186	 0.7955	 0.7116	 0.9800	 -0.9800	 -0.9800
0.8303	 0.8536	 0.7329	 0.9800	 -0.9800	 -0.9800
0.8214	 0.7628	 0.7324	 0.9800	 -0.9800	 -0.9800
0.8436	 0.7949	 0.8392	 0.9800	 -0.9800	 -0.9800
0.7482	 0.8408	 0.8069	 0.9800	 -0.9800	 -0.9800
0.8287	 0.7699	 0.7312	 0.9800	 -0.9800	 -0.9800
0.7649	 0.8037	 0.8294	 0.9800	 -0.9800	 -0.9800
0.7787	 0.8223	 0.7786	 0.9800	 -0.9800	 -0.9800
0.8294	 0.7865	 0.7142	 0.9800	 -0.9800	 -0.9800
0.7368	 0.8619	 0.7608	 0.9800	 -0.9800	 -0.9800
0.7699	 0.8027	 0.8892	 0.9800	 -0.9800	 -0.9800
0.7587	 0.8486	 0.8039	 0.9800	 -0.9800	 -0.9800
0.8533	 0.7930	 0.8424	 0.9800	 -0.9800	 -0.9800
0.8368	 0.7579	 0.8771	 0.9800	 -0.9800	 -0.9800
0.7716	 0.7335	 0.7369	 0.9800	 -0.9800	 -0.9800
0.8814	 0.7692	 0.7963	 0.9800	 -0.9800	 -0.9800
0.7575	 0.7172	 0.7882	 0.9800	 -0.9800	 -0.9800
0.7418	 0.8343	 0.7796	 0.9800	 -0.9800	 -0.9800
0.8044	 0.7281	 0.8054	 0.9800	 -0.9800	 -0.9800
0.8671	 0.7813	 0.7568	 0.9800	 -0.9800	 -0.9800
0.7251	 0.7346	 0.8028	 0.9800	 -0.9800	 -0.9800
0.8345	 0.7924	 0.8237	 0.9800	 -0.9800	 -0.9800
0.8046	 0.7133	 0.7729	 0.9800	 -0.9800	 -0.9800
0.8073	 0.7884	 0.8987	 0.9800	 -0.9800	 -0.9800
0.8141	 0.7777	 0.7429	 0.9800	 -0.9800	 -0.9800
0.8403	 0.7662	 0.7466	 0.9800	 -0.9800	 -0.9800
0.8819	 0.7682	 0.7667	 0.9800	 -0.9800	 -0.9800
0.8411	 0.8781	 0.8308	 0.9800	 -0.9800	 -0.9800
0.8177	 0.7415	 0.7860	 0.9800	 -0.9800	 -0.9800
0.8444	 0.8224	 0.7678	 0.9800	 -0.9800	 -0.9800
0.7067	 0.8173	 0.8249	 0.9800	 -0.9800	 -0.9800
0.8340	 0.8580	 0.8259	 0.9800	 -0.9800	 -0.9800
0.7534	 0.7363	 0.8532	 0.9800	 -0.9800	 -0.9800
0.8366	 0.8140	 0.8800	 0.9800	 -0.9800	 -0.9800
0.7690	 0.7324	 0.8174	 0.9800	 -0.9800	 -0.9800
0.8391	 0.8657	 0.7937	 0.9800	 -0.9800	 -0.9800
0.7250	 0.7691	 0.8083	 0.9800	 -0.9800	 -0.9800
0.7874	 0.8004	 0.7233	 0.9800	 -0.9800	 -0.9800
0.8380	 0.7630	 0.7166	 0.9800	 -0.9800	 -0.9800
0.8345	 0.7536	 0.7712	 0.9800	 -0.9800	 -0.9800
0.8800	 0.8365	 0.7730	 0.9800	 -0.9800	 -0.9800
0.7635	 0.7988	 0.7629	 0.9800	 -0.9800	 -0.9800
0.7668	 0.7512	 0.8215	 0.9800	 -0.9800	 -0.9800
0.8624	 0.8546	 0.7606	 0.9800	 -0.9800	 -0.9800
0.8629	 0.8621	 0.7653	 0.9800	 -0.9800	 -0.9800
0.8280	 0.7799	 0.8047	 0.9800	 -0.9800	 -0.9800
0.8108	 0.7527	 0.8131	 0.9800	 -0.9800	 -0.9800
0.8082	 0.7676	 0.7497	 0.9800	 -0.9800	 -0.9800
0.8013	 0.8877	 0.7783	 0.9800	 -0.9800	 -0.9800
0.8097	 0.8242	 0.8842	 0.9800	 -0.9800	 -0.9800
0.7811	 0.7225	 0.7951	 0.9800	 -0.9800	 -0.9800
