0.8523	 0.7492	 0.7794	 0.9800	 -0.9800	 -0.9800
0.8573	 0.7596	 0.8235	 0.9800	 -0.9800	 -0.9800
0.7865	 0.7956	 0.8414	 0.9800	 -0.9800	 -0.9800
0.7854	 0.7948	 0.7111	 0.9800	 -0.9800	 -0.9800
0.8072	 0.7960	 0.7497	 0.9800	 -0.9800	 -0.9800
0.8262	 0.7763	 0.8794	 0.9800	 -0.9800	 -0.9800
0.7769	 0.8373	 0.7217	 0.9800	 -0.9800	 -0.9800
0.7576	 0.8115	 0.8102	 0.9800	 -0.9800	 -0.9800
0.8474	 0.7516	 0.8454	 0.9800	 -0.9800	 -0.9800
0.7904	 0.8580	 0.7753	 0.9800	 -0.9800	 -0.9800
0.7646	 0.8003	 0.7520	 0.9800	 -0.9800	 -0.9800
0.8779	 0.7586	 0.7600	 0.9800	 -0.9800	 -0.9800
0.7553	 0.7371	 0.7881	 0.9800	 -0.9800	 -0.9800
0.7927	 0.7772	 0.8352	 0.9800	 -0.9800	 -0.9800
0.8440	 0.8364	 0.7549	 0.9800	 -0.9800	 -0.9800
0.8701	 0.8125	 0.7771	 0.9800	 -0.9800	 -0.9800
0.8624	 0.7829	 0.8132	 0.9800	 -0.9800	 -0.9800
0.7705	 0.7419	 0.7563	 0.9800	 -0.9800	 -0.9800
0.8506	 0.8103	 0.7781	 0.9800	 -0.9800	 -0.9800
0.7324	 0.7649	 0.8127	 0.9800	 -0.9800	 -0.9800
0.8581	 0.7346	 0.7632	 0.9800	 -0.9800	 -0.9800
0.7624	 0.7562	 0.8377	 0.9800	 -0.9800	 -0.9800
0.7775	 0.7950	 0.8743	 0.9800	 -0.9800	 -0.9800
0.7534	 0.7879	 0.8575	 0.9800	 -0.9800	 -0.9800
0.7100	 0.7779	 0.7760	 0.9800	 -0.9800	 -0.9800
0.7927	 0.7491	 0.8324	 0.9800	 -0.9800	 -0.9800
0.8036	 0.7282	 0.7671	 0.9800	 -0.9800	 -0.9800
0.7463	 0.8472	 0.8081	 0.9800	 -0.9800	 -0.9800
0.8241	 0.7492	 0.7792	 0.9800	 -0.9800	 -0.9800
0.8081	 0.7650	 0.7160	 0.9800	 -0.9800	 -0.9800
0.7555	 0.8738	 0.7992	 0.9800	 -0.9800	 -0.9800
0.8737	 0.7632	 0.8147	 0.9800	 -0.9800	 -0.9800
0.8795	 0.8222	 0.8065	 0.9800	 -0.9800	 -0.9800
0.8350	 0.7892	 0.7139	 0.9800	 -0.9800	 -0.9800
0.8559	 0.7812	 0.8386	 0.9800	 -0.9800	 -0.9800
0.8217	 0.7853	 0.8845	 0.9800	 -0.9800	 -0.9800
0.8298	 0.8263	 0.7657	 0.9800	 -0.9800	 -0.9800
0.8602	 0.7898	 0.8020	 0.9800	 -0.9800	 -0.9800
0.7966	 0.7531	 0.7953	 0.9800	 -0.9800	 -0.9800
0.8114	 0.8036	 0.7273	 0.9800	 -0.9800	 -0.9800
0.7542	 0.8188	 0.8640	 0.9800	 -0.9800	 -0.9800
0.8239	 0.7174	 0.8137	 0.9800	 -0.9800	 -0.9800
0.8277	 0.8201	 0.7933	 0.9800	 -0.9800	 -0.9800
0.8553	 0.7557	 0.8250	 0.9800	 -0.9800	 -0.9800
0.7460	 0.7866	 0.7990	 0.9800	 -0.9800	 -0.9800
0.7792	 0.7597	 0.8219	 0.9800	 -0.9800	 -0.9800
0.7779	 0.8826	 0.7562	 0.9800	 -0.9800	 -0.9800
0.8828	 0.7725	 0.8201	 0.9800	 -0.9800	 -0.9800
0.7434	 0.8306	 0.8515	 0.9800	 -0.9800	 -0.9800
0.8025	 0.8817	 0.7962	 0.9800	 -0.9800	 -0.9800
