0.3974	 -0.2510	 0.9800	 -0.9800
-0.0215	 0.9512	 -0.9800	 0.9800
-0.2497	 0.1870	 -0.9800	 0.9800
-0.9993	 -0.6480	 -0.9800	 0.9800
-0.4078	 0.3546	 -0.9800	 0.9800
-0.4389	 -0.1598	 -0.9800	 0.9800
0.2802	 -0.5345	 0.9800	 -0.9800
-0.8573	 -0.0651	 -0.9800	 0.9800
0.3934	 0.1968	 0.9800	 -0.9800
-0.3027	 -0.2439	 -0.9800	 0.9800
0.6533	 0.7856	 -0.9800	 0.9800
-0.5778	 0.9592	 -0.9800	 0.9800
0.0501	 -0.0126	 0.9800	 -0.9800
0.1599	 0.2971	 -0.9800	 0.9800
0.3029	 0.3913	 -0.9800	 0.9800
-0.1578	 0.2910	 -0.9800	 0.9800
-0.1053	 0.3126	 -0.9800	 0.9800
-0.6321	 0.7162	 -0.9800	 0.9800
-0.8760	 -0.1627	 -0.9800	 0.9800
0.2228	 0.3565	 -0.9800	 0.9800
0.7385	 -0.0084	 0.9800	 -0.9800
0.0095	 0.7264	 -0.9800	 0.9800
0.3222	 -0.5365	 0.9800	 -0.9800
-0.9020	 0.5635	 -0.9800	 0.9800
0.7235	 0.1527	 0.9800	 -0.9800
-0.4487	 0.2846	 -0.9800	 0.9800
0.0664	 0.9204	 -0.9800	 0.9800
-0.2700	 0.2457	 -0.9800	 0.9800
-0.9132	 -0.1348	 -0.9800	 0.9800
0.6417	 0.6153	 0.9800	 -0.9800
0.2316	 0.0249	 0.9800	 -0.9800
0.0115	 -0.8894	 0.9800	 -0.9800
0.9728	 -0.2020	 0.9800	 -0.9800
-0.9935	 0.4999	 -0.9800	 0.9800
0.4316	 -0.3726	 0.9800	 -0.9800
0.9357	 -0.1163	 0.9800	 -0.9800
-0.0971	 -0.7209	 0.9800	 -0.9800
-0.4958	 0.0289	 -0.9800	 0.9800
0.2947	 0.7228	 -0.9800	 0.9800
0.3014	 0.2205	 0.9800	 -0.9800
0.7855	 0.4147	 0.9800	 -0.9800
-0.4232	 0.1393	 -0.9800	 0.9800
0.4629	 -0.3558	 0.9800	 -0.9800
-0.4785	 -0.9422	 0.9800	 -0.9800
0.7328	 -0.5943	 0.9800	 -0.9800
0.7359	 -0.6143	 0.9800	 -0.9800
0.8663	 0.0589	 0.9800	 -0.9800
0.4073	 0.3075	 0.9800	 -0.9800
0.1827	 -0.4165	 0.9800	 -0.9800
-0.3605	 -0.7232	 0.9800	 -0.9800
0.1102	 0.4063	 -0.9800	 0.9800
0.7133	 -0.1239	 0.9800	 -0.9800
0.9318	 -0.8693	 0.9800	 -0.9800
-0.6988	 -0.9290	 0.9800	 -0.9800
-0.3257	 -0.6780	 0.9800	 -0.9800
0.4728	 -0.4494	 0.9800	 -0.9800
0.0906	 0.6067	 -0.9800	 0.9800
0.6202	 -0.3120	 0.9800	 -0.9800
0.7540	 -0.4519	 0.9800	 -0.9800
-0.7110	 -0.7995	 0.9800	 -0.9800
-0.9626	 0.8074	 -0.9800	 0.9800
-0.9815	 0.5226	 -0.9800	 0.9800
0.6024	 -0.1533	 0.9800	 -0.9800
-0.3663	 0.7892	 -0.9800	 0.9800
0.2157	 -0.3146	 0.9800	 -0.9800
-0.4726	 0.7588	 -0.9800	 0.9800
0.8775	 -0.7104	 0.9800	 -0.9800
-0.8011	 0.7068	 -0.9800	 0.9800
0.9878	 0.8586	 0.9800	 -0.9800
-0.2503	 -0.9011	 0.9800	 -0.9800
-0.1786	 -0.3004	 0.9800	 -0.9800
0.3123	 0.1653	 0.9800	 -0.9800
-0.0185	 -0.2549	 0.9800	 -0.9800
-0.0826	 0.6909	 -0.9800	 0.9800
0.1246	 0.4576	 -0.9800	 0.9800
-0.3807	 -0.0795	 -0.9800	 0.9800
-0.0006	 -0.3719	 0.9800	 -0.9800
0.9342	 0.9076	 0.9800	 -0.9800
0.0535	 -0.4885	 0.9800	 -0.9800
0.5995	 0.3112	 0.9800	 -0.9800
-0.0517	 -0.9634	 0.9800	 -0.9800
-0.2481	 -0.9712	 0.9800	 -0.9800
0.5237	 0.9239	 -0.9800	 0.9800
0.1200	 -0.5266	 0.9800	 -0.9800
0.4844	 -0.3962	 0.9800	 -0.9800
0.9433	 -0.3153	 0.9800	 -0.9800
0.9800	 0.1447	 0.9800	 -0.9800
-0.4340	 -0.1625	 -0.9800	 0.9800
-0.7556	 -0.7071	 -0.9800	 0.9800
0.6584	 0.5267	 0.9800	 -0.9800
0.6143	 -0.3232	 0.9800	 -0.9800
-0.2311	 0.5626	 -0.9800	 0.9800
0.4888	 0.2029	 0.9800	 -0.9800
-0.4924	 -0.4010	 -0.9800	 0.9800
-0.1036	 -0.1454	 0.9800	 -0.9800
0.7592	 -0.4312	 0.9800	 -0.9800
0.8647	 -0.6502	 0.9800	 -0.9800
-0.2484	 -0.8780	 0.9800	 -0.9800
-0.8729	 -0.1925	 -0.9800	 0.9800
0.1718	 0.8591	 -0.9800	 0.9800
-0.3912	 0.7002	 -0.9800	 0.9800
0.8522	 0.0020	 0.9800	 -0.9800
0.8840	 -0.1886	 0.9800	 -0.9800
-0.9043	 0.2158	 -0.9800	 0.9800
0.7518	 -0.2120	 0.9800	 -0.9800
-0.9468	 0.8556	 -0.9800	 0.9800
-0.0662	 0.9581	 -0.9800	 0.9800
-0.9041	 0.0232	 -0.9800	 0.9800
-0.6556	 -0.7448	 0.9800	 -0.9800
0.5264	 -0.3876	 0.9800	 -0.9800
-0.2013	 0.6753	 -0.9800	 0.9800
0.2233	 -0.0446	 0.9800	 -0.9800
0.6493	 -0.2764	 0.9800	 -0.9800
0.9116	 0.3252	 0.9800	 -0.9800
-0.1433	 -0.1778	 0.9800	 -0.9800
-0.3340	 0.3725	 -0.9800	 0.9800
-0.0547	 0.5660	 -0.9800	 0.9800
0.9402	 -0.3983	 0.9800	 -0.9800
-0.7477	 -0.7200	 -0.9800	 0.9800
-0.5320	 0.4620	 -0.9800	 0.9800
